Site,Place,Latitude,Longitude,Year,Microplastic_Level
San Isidro,San Isidro,14.4,121.1,2018,885.279
San Isidro,San Isidro,14.4,121.1,2018,2493.728
San Isidro,San Isidro,14.4,121.1,2018,1312.295
San Isidro,San Isidro,14.4,121.1,2018,1774.836
San Isidro,San Isidro,14.4,121.1,2018,2019.603
San Isidro,San Isidro,14.4,121.1,2018,1107.077
San Isidro,San Isidro,14.4,121.1,2018,1680.394
San Isidro,San Isidro,14.4,121.1,2018,1019.162
San Isidro,San Isidro,14.4,121.1,2018,4410.917
San Isidro,San Isidro,14.4,121.1,2018,749.884
San Isidro,San Isidro,14.4,121.1,2018,1344.984
San Isidro,San Isidro,14.4,121.1,2018,1919.097
San Isidro,San Isidro,14.4,121.1,2018,1838.735
San Isidro,San Isidro,14.4,121.1,2018,1227.349
San Isidro,San Isidro,14.4,121.1,2018,1348.844
San Isidro,San Isidro,14.4,121.1,2018,3513.621
San Isidro,San Isidro,14.4,121.1,2018,2267.989
San Isidro,San Isidro,14.4,121.1,2018,1068.393
San Isidro,San Isidro,14.4,121.1,2018,4163.245
San Isidro,San Isidro,14.4,121.1,2018,1526.646
San Isidro,San Isidro,14.4,121.1,2018,2184.075
San Isidro,San Isidro,14.4,121.1,2018,1448.495
San Isidro,San Isidro,14.4,121.1,2018,836.242
San Isidro,San Isidro,14.4,121.1,2018,944.475
San Isidro,San Isidro,14.4,121.1,2018,585.425
San Isidro,San Isidro,14.4,121.1,2018,733.797
San Isidro,San Isidro,14.4,121.1,2018,764.225
San Isidro,San Isidro,14.4,121.1,2018,999.836
San Isidro,San Isidro,14.4,121.1,2018,1330.026
San Isidro,San Isidro,14.4,121.1,2018,1342.821
San Isidro,San Isidro,14.4,121.1,2018,1026.021
San Isidro,San Isidro,14.4,121.1,2018,1644.396
San Isidro,San Isidro,14.4,121.1,2018,738.057
San Isidro,San Isidro,14.4,121.1,2018,639.828
San Isidro,San Isidro,14.4,121.1,2018,1833.508
San Isidro,San Isidro,14.4,121.1,2018,820.958
San Isidro,San Isidro,14.4,121.1,2018,1131.076
San Isidro,San Isidro,14.4,121.1,2018,1672.483
San Isidro,San Isidro,14.4,121.1,2018,1841.625
San Isidro,San Isidro,14.4,121.1,2018,2013.862
San Isidro,San Isidro,14.4,121.1,2018,549.924
San Isidro,San Isidro,14.4,121.1,2018,1118.988
San Isidro,San Isidro,14.4,121.1,2018,2128.988
San Isidro,San Isidro,14.4,121.1,2018,954.339
Napindan,Napindan,14.535,121.074,2018,3601.606
Napindan,Napindan,14.535,121.074,2018,3133.051
Napindan,Napindan,14.535,121.074,2018,4523.72
Napindan,Napindan,14.535,121.074,2018,2876.281
Napindan,Napindan,14.535,121.074,2018,1518.174
Napindan,Napindan,14.535,121.074,2018,3540.641
Napindan,Napindan,14.535,121.074,2018,2624.826
Napindan,Napindan,14.535,121.074,2018,4584.07
Napindan,Napindan,14.535,121.074,2018,3877.545
Napindan,Napindan,14.535,121.074,2018,4455.668
Napindan,Napindan,14.535,121.074,2018,4850.287
Napindan,Napindan,14.535,121.074,2018,690.516
Napindan,Napindan,14.535,121.074,2018,456.553
Napindan,Napindan,14.535,121.074,2018,3928.571
Napindan,Napindan,14.535,121.074,2018,3820.366
Napindan,Napindan,14.535,121.074,2018,4584.875
Napindan,Napindan,14.535,121.074,2018,698.147
Napindan,Napindan,14.535,121.074,2018,3701.015
Napindan,Napindan,14.535,121.074,2018,2819.458
Napindan,Napindan,14.535,121.074,2018,4492.297
Napindan,Napindan,14.535,121.074,2018,4861.083
Napindan,Napindan,14.535,121.074,2018,965.374
Napindan,Napindan,14.535,121.074,2018,812.571
Napindan,Napindan,14.535,121.074,2018,2190.151
Napindan,Napindan,14.535,121.074,2018,1706.574
Napindan,Napindan,14.535,121.074,2018,1418.734
Napindan,Napindan,14.535,121.074,2018,593.354
Napindan,Napindan,14.535,121.074,2018,677.391
Napindan,Napindan,14.535,121.074,2018,1455.309
Napindan,Napindan,14.535,121.074,2018,491.863
Napindan,Napindan,14.535,121.074,2018,1281.213
Napindan,Napindan,14.535,121.074,2018,3501.982
Napindan,Napindan,14.535,121.074,2018,1862.373
Napindan,Napindan,14.535,121.074,2018,1658.525
Napindan,Napindan,14.535,121.074,2018,1397.979
Napindan,Napindan,14.535,121.074,2018,1356.643
Napindan,Napindan,14.535,121.074,2018,719.471
Napindan,Napindan,14.535,121.074,2018,1391.189
Napindan,Napindan,14.535,121.074,2018,1055.328
Napindan,Napindan,14.535,121.074,2018,1909.645
Napindan,Napindan,14.535,121.074,2018,1803.089
Napindan,Napindan,14.535,121.074,2018,1516.619
Napindan,Napindan,14.535,121.074,2018,1883.901
Napindan,Napindan,14.535,121.074,2018,1773.414
Sampiruhan,Sampiruhan,14.4,121.1,2018,3699.653
Sampiruhan,Sampiruhan,14.4,121.1,2018,3988.623
Sampiruhan,Sampiruhan,14.4,121.1,2018,1392.248
Sampiruhan,Sampiruhan,14.4,121.1,2018,1943.714
Sampiruhan,Sampiruhan,14.4,121.1,2018,3972.182
Sampiruhan,Sampiruhan,14.4,121.1,2018,4701.245
Sampiruhan,Sampiruhan,14.4,121.1,2018,2594.878
Sampiruhan,Sampiruhan,14.4,121.1,2018,4044.016
Sampiruhan,Sampiruhan,14.4,121.1,2018,2425.011
Sampiruhan,Sampiruhan,14.4,121.1,2018,1174.889
Sampiruhan,Sampiruhan,14.4,121.1,2018,1236.914
Sampiruhan,Sampiruhan,14.4,121.1,2018,1247.211
Sampiruhan,Sampiruhan,14.4,121.1,2018,873.509
Sampiruhan,Sampiruhan,14.4,121.1,2018,2426.244
Sampiruhan,Sampiruhan,14.4,121.1,2018,1666.045
Sampiruhan,Sampiruhan,14.4,121.1,2018,1587.785
Sampiruhan,Sampiruhan,14.4,121.1,2018,2192.444
Sampiruhan,Sampiruhan,14.4,121.1,2018,2981.941
Sampiruhan,Sampiruhan,14.4,121.1,2018,1674.566
Sampiruhan,Sampiruhan,14.4,121.1,2018,1861.873
Sampiruhan,Sampiruhan,14.4,121.1,2018,1863.105
Sampiruhan,Sampiruhan,14.4,121.1,2018,934.356
Sampiruhan,Sampiruhan,14.4,121.1,2018,4292.537
Sampiruhan,Sampiruhan,14.4,121.1,2018,1643.174
Sampiruhan,Sampiruhan,14.4,121.1,2018,1610.76
Sampiruhan,Sampiruhan,14.4,121.1,2018,3976.388
Sampiruhan,Sampiruhan,14.4,121.1,2018,2356.181
Sampiruhan,Sampiruhan,14.4,121.1,2018,1010.455
Sampiruhan,Sampiruhan,14.4,121.1,2018,1548.349
Sampiruhan,Sampiruhan,14.4,121.1,2018,3859.666
Sampiruhan,Sampiruhan,14.4,121.1,2018,2502.012
Sampiruhan,Sampiruhan,14.4,121.1,2018,3696.695
Sampiruhan,Sampiruhan,14.4,121.1,2018,1945.761
Sampiruhan,Sampiruhan,14.4,121.1,2018,511.501
Sampiruhan,Sampiruhan,14.4,121.1,2018,664.821
Sampiruhan,Sampiruhan,14.4,121.1,2018,4031.1
Sampiruhan,Sampiruhan,14.4,121.1,2018,471.299
Sampiruhan,Sampiruhan,14.4,121.1,2018,1933.273
Sampiruhan,Sampiruhan,14.4,121.1,2018,1517.551
Sampiruhan,Sampiruhan,14.4,121.1,2018,444.674
Sampiruhan,Sampiruhan,14.4,121.1,2018,1048.408
Sampiruhan,Sampiruhan,14.4,121.1,2018,619.752
Sampiruhan,Sampiruhan,14.4,121.1,2018,627.036
Sampiruhan,Sampiruhan,14.4,121.1,2018,442.336
Sampiruhan,Sampiruhan,14.4,121.1,2018,1558.801
Sampiruhan,Sampiruhan,14.4,121.1,2018,650.495
Sampiruhan,Sampiruhan,14.4,121.1,2018,2665.307
Sampiruhan,Sampiruhan,14.4,121.1,2018,1508.027
Sampiruhan,Sampiruhan,14.4,121.1,2018,980.217
Sampiruhan,Sampiruhan,14.4,121.1,2018,2328.973
Sampiruhan,Sampiruhan,14.4,121.1,2018,1378.263
Sampiruhan,Sampiruhan,14.4,121.1,2018,788.539
Sampiruhan,Sampiruhan,14.4,121.1,2018,343.96
Sampiruhan,Sampiruhan,14.4,121.1,2018,1118.628
Sampiruhan,Sampiruhan,14.4,121.1,2018,4745.412
Sampiruhan,Sampiruhan,14.4,121.1,2018,1507.283
Sampiruhan,Sampiruhan,14.4,121.1,2018,2108.445
Sampiruhan,Sampiruhan,14.4,121.1,2018,2749.905
Sampiruhan,Sampiruhan,14.4,121.1,2018,3760.15
Sampiruhan,Sampiruhan,14.4,121.1,2018,1976.694
Sampiruhan,Sampiruhan,14.4,121.1,2018,4000.312
Sampiruhan,Sampiruhan,14.4,121.1,2018,1257.614
Sampiruhan,Sampiruhan,14.4,121.1,2018,2361.45
Sampiruhan,Sampiruhan,14.4,121.1,2018,1439.311
Sampiruhan,Sampiruhan,14.4,121.1,2018,957.056
Sampiruhan,Sampiruhan,14.4,121.1,2018,1487.184
Sampiruhan,Sampiruhan,14.4,121.1,2018,1353.849
Sampiruhan,Sampiruhan,14.4,121.1,2018,778.132
Sampiruhan,Sampiruhan,14.4,121.1,2018,4053.89
Sampiruhan,Sampiruhan,14.4,121.1,2018,2097.282
Sampiruhan,Sampiruhan,14.4,121.1,2018,2142.417
Sampiruhan,Sampiruhan,14.4,121.1,2018,691.849
Sampiruhan,Sampiruhan,14.4,121.1,2018,2034.506
Sampiruhan,Sampiruhan,14.4,121.1,2018,740.178
Sampiruhan,Sampiruhan,14.4,121.1,2018,555.379
Sampiruhan,Sampiruhan,14.4,121.1,2018,1360.538
Sampiruhan,Sampiruhan,14.4,121.1,2018,634.438
Sampiruhan,Sampiruhan,14.4,121.1,2018,575.207
Sampiruhan,Sampiruhan,14.4,121.1,2018,1781.402
Sampiruhan,Sampiruhan,14.4,121.1,2018,4637.465
Sampiruhan,Sampiruhan,14.4,121.1,2018,1691.587
Sampiruhan,Sampiruhan,14.4,121.1,2018,1999.801
Sampiruhan,Sampiruhan,14.4,121.1,2018,742.682
Sampiruhan,Sampiruhan,14.4,121.1,2018,996.347
Sampiruhan,Sampiruhan,14.4,121.1,2018,1996.901
Sampiruhan,Sampiruhan,14.4,121.1,2018,1333.329
Sampiruhan,Sampiruhan,14.4,121.1,2018,1264.621
Sampiruhan,Sampiruhan,14.4,121.1,2018,3145.223
Sampiruhan,Sampiruhan,14.4,121.1,2018,970.019
Sampiruhan,Sampiruhan,14.4,121.1,2018,1136.348
Sampiruhan,Sampiruhan,14.4,121.1,2018,2015.749
Sampiruhan,Sampiruhan,14.4,121.1,2018,3891.835
Sampiruhan,Sampiruhan,14.4,121.1,2018,569.273
Sampiruhan,Sampiruhan,14.4,121.1,2018,2915.71
Sampiruhan,Sampiruhan,14.4,121.1,2018,711.517
Sampiruhan,Sampiruhan,14.4,121.1,2018,1697.071
Sampiruhan,Sampiruhan,14.4,121.1,2018,837.901
Sampiruhan,Sampiruhan,14.4,121.1,2018,985.953
Sampiruhan,Sampiruhan,14.4,121.1,2018,745.217
Sampiruhan,Sampiruhan,14.4,121.1,2018,859.246
Sampiruhan,Sampiruhan,14.4,121.1,2018,2808.143
Sampiruhan,Sampiruhan,14.4,121.1,2018,1478.912
Sampiruhan,Sampiruhan,14.4,121.1,2018,3218.444
Sampiruhan,Sampiruhan,14.4,121.1,2018,1415.71
Sampiruhan,Sampiruhan,14.4,121.1,2018,1030.307
Sampiruhan,Sampiruhan,14.4,121.1,2018,649.776
Sampiruhan,Sampiruhan,14.4,121.1,2018,1218.271
Sampiruhan,Sampiruhan,14.4,121.1,2018,2072.765
Sampiruhan,Sampiruhan,14.4,121.1,2018,4142.012
Sampiruhan,Sampiruhan,14.4,121.1,2018,1482.17
Sampiruhan,Sampiruhan,14.4,121.1,2018,2174.09
Sampiruhan,Sampiruhan,14.4,121.1,2018,675.526
Sampiruhan,Sampiruhan,14.4,121.1,2018,2560
Sampiruhan,Sampiruhan,14.4,121.1,2018,1282.882
Sampiruhan,Sampiruhan,14.4,121.1,2018,3505.516
Sampiruhan,Sampiruhan,14.4,121.1,2018,687.027
Sampiruhan,Sampiruhan,14.4,121.1,2018,2872.788
Sampiruhan,Sampiruhan,14.4,121.1,2018,1573.776
Sampiruhan,Sampiruhan,14.4,121.1,2018,2228.244
Sampiruhan,Sampiruhan,14.4,121.1,2018,1915.971
Sampiruhan,Sampiruhan,14.4,121.1,2018,1751.825
Sampiruhan,Sampiruhan,14.4,121.1,2018,1528.586
Sampiruhan,Sampiruhan,14.4,121.1,2018,2200.591
Sampiruhan,Sampiruhan,14.4,121.1,2018,1525.469
Sampiruhan,Sampiruhan,14.4,121.1,2018,769.245
Sampiruhan,Sampiruhan,14.4,121.1,2018,673.337
Sampiruhan,Sampiruhan,14.4,121.1,2018,2991.453
Sampiruhan,Sampiruhan,14.4,121.1,2018,973.841
Sampiruhan,Sampiruhan,14.4,121.1,2018,1196.024
Sampiruhan,Sampiruhan,14.4,121.1,2018,1662.942
Sampiruhan,Sampiruhan,14.4,121.1,2018,1125.412
Sampiruhan,Sampiruhan,14.4,121.1,2018,2467.27
Sampiruhan,Sampiruhan,14.4,121.1,2018,1331.992
Sampiruhan,Sampiruhan,14.4,121.1,2018,1637.792
Sampiruhan,Sampiruhan,14.4,121.1,2018,1840.796
Sampiruhan,Sampiruhan,14.4,121.1,2018,1398.945
Sampiruhan,Sampiruhan,14.4,121.1,2018,801.216
Sampiruhan,Sampiruhan,14.4,121.1,2018,2448.93
Sampiruhan,Sampiruhan,14.4,121.1,2018,1083.577
Sampiruhan,Sampiruhan,14.4,121.1,2018,816.719
Sampiruhan,Sampiruhan,14.4,121.1,2018,2298.081
Sampiruhan,Sampiruhan,14.4,121.1,2018,3067.758
Sampiruhan,Sampiruhan,14.4,121.1,2018,1804.741
Sampiruhan,Sampiruhan,14.4,121.1,2018,1378.068
Sampiruhan,Sampiruhan,14.4,121.1,2018,1848.123
Sampiruhan,Sampiruhan,14.4,121.1,2018,751.115
Sampiruhan,Sampiruhan,14.4,121.1,2018,878.626
Sampiruhan,Sampiruhan,14.4,121.1,2018,2343.011
Sampiruhan,Sampiruhan,14.4,121.1,2018,1492.01
Sampiruhan,Sampiruhan,14.4,121.1,2018,1454.483
Sampiruhan,Sampiruhan,14.4,121.1,2018,943.493
Sampiruhan,Sampiruhan,14.4,121.1,2018,673.083
Sampiruhan,Sampiruhan,14.4,121.1,2018,1825.495
Sampiruhan,Sampiruhan,14.4,121.1,2018,935.595
Sampiruhan,Sampiruhan,14.4,121.1,2018,1441.091
Sampiruhan,Sampiruhan,14.4,121.1,2018,683.588
Sampiruhan,Sampiruhan,14.4,121.1,2018,429.386
Sampiruhan,Sampiruhan,14.4,121.1,2018,928.31
Sampiruhan,Sampiruhan,14.4,121.1,2018,985.119
Sampiruhan,Sampiruhan,14.4,121.1,2018,1193.535
Sampiruhan,Sampiruhan,14.4,121.1,2018,3360.522
Sampiruhan,Sampiruhan,14.4,121.1,2018,1079.294
Sampiruhan,Sampiruhan,14.4,121.1,2018,1381.114
Sampiruhan,Sampiruhan,14.4,121.1,2018,803.073
Sampiruhan,Sampiruhan,14.4,121.1,2018,1036.258
Sampiruhan,Sampiruhan,14.4,121.1,2018,846.369
Sampiruhan,Sampiruhan,14.4,121.1,2018,1027.848
Sampiruhan,Sampiruhan,14.4,121.1,2018,909.546
Sampiruhan,Sampiruhan,14.4,121.1,2018,3534.516
Sampiruhan,Sampiruhan,14.4,121.1,2018,964.883
Sampiruhan,Sampiruhan,14.4,121.1,2018,2226.053
Sampiruhan,Sampiruhan,14.4,121.1,2018,3534.34
Sampiruhan,Sampiruhan,14.4,121.1,2018,865.121
Sampiruhan,Sampiruhan,14.4,121.1,2018,1218.148
Sampiruhan,Sampiruhan,14.4,121.1,2018,1690.229
Sampiruhan,Sampiruhan,14.4,121.1,2018,1258.276
Sampiruhan,Sampiruhan,14.4,121.1,2018,577.851
Sampiruhan,Sampiruhan,14.4,121.1,2018,800.709
Sampiruhan,Sampiruhan,14.4,121.1,2018,1489.505
Sampiruhan,Sampiruhan,14.4,121.1,2018,889.471
Sampiruhan,Sampiruhan,14.4,121.1,2018,1427.819
Sampiruhan,Sampiruhan,14.4,121.1,2018,3219.77
Sampiruhan,Sampiruhan,14.4,121.1,2018,1577.575
Sampiruhan,Sampiruhan,14.4,121.1,2018,1847.841
Sampiruhan,Sampiruhan,14.4,121.1,2018,600.119
Sampiruhan,Sampiruhan,14.4,121.1,2018,760.976
Sampiruhan,Sampiruhan,14.4,121.1,2018,285.207
Sampiruhan,Sampiruhan,14.4,121.1,2018,722.113
Sampiruhan,Sampiruhan,14.4,121.1,2018,3646.772
Sampiruhan,Sampiruhan,14.4,121.1,2018,1497.859
Sampiruhan,Sampiruhan,14.4,121.1,2018,721.906
Sampiruhan,Sampiruhan,14.4,121.1,2018,806.122
Sampiruhan,Sampiruhan,14.4,121.1,2018,2971.408
Sampiruhan,Sampiruhan,14.4,121.1,2018,2935.775
Sampiruhan,Sampiruhan,14.4,121.1,2018,2683.271
Sampiruhan,Sampiruhan,14.4,121.1,2018,2181.934
Sampiruhan,Sampiruhan,14.4,121.1,2018,781.146
Sampiruhan,Sampiruhan,14.4,121.1,2018,1544.374
Sampiruhan,Sampiruhan,14.4,121.1,2018,2249.506
Sampiruhan,Sampiruhan,14.4,121.1,2018,1536.001
Sampiruhan,Sampiruhan,14.4,121.1,2018,1153.596
Sampiruhan,Sampiruhan,14.4,121.1,2018,832.528
Sampiruhan,Sampiruhan,14.4,121.1,2018,2245.021
Sampiruhan,Sampiruhan,14.4,121.1,2018,1202.512
Sampiruhan,Sampiruhan,14.4,121.1,2018,1586.16
Sampiruhan,Sampiruhan,14.4,121.1,2018,1619.353
Sampiruhan,Sampiruhan,14.4,121.1,2018,3503.829
Sampiruhan,Sampiruhan,14.4,121.1,2018,2592.705
Sampiruhan,Sampiruhan,14.4,121.1,2018,1069.132
Sampiruhan,Sampiruhan,14.4,121.1,2018,869.525
Sampiruhan,Sampiruhan,14.4,121.1,2018,1641.702
Sampiruhan,Sampiruhan,14.4,121.1,2018,4309.271
Sampiruhan,Sampiruhan,14.4,121.1,2018,2046.912
Sampiruhan,Sampiruhan,14.4,121.1,2018,788.482
Sampiruhan,Sampiruhan,14.4,121.1,2018,1903.195
Sampiruhan,Sampiruhan,14.4,121.1,2018,4499.087
Sampiruhan,Sampiruhan,14.4,121.1,2018,1725.679
Sampiruhan,Sampiruhan,14.4,121.1,2018,2167.4
Sampiruhan,Sampiruhan,14.4,121.1,2018,680.185
Sampiruhan,Sampiruhan,14.4,121.1,2018,4503.761
Sampiruhan,Sampiruhan,14.4,121.1,2018,1070.668
Sampiruhan,Sampiruhan,14.4,121.1,2018,3678.77
Sampiruhan,Sampiruhan,14.4,121.1,2018,729.871
Sampiruhan,Sampiruhan,14.4,121.1,2018,1295.597
Sampiruhan,Sampiruhan,14.4,121.1,2018,1594.783
Sampiruhan,Sampiruhan,14.4,121.1,2018,963.472
Sampiruhan,Sampiruhan,14.4,121.1,2018,846.461
Sampiruhan,Sampiruhan,14.4,121.1,2018,2075.739
Sampiruhan,Sampiruhan,14.4,121.1,2018,2542.035
Sampiruhan,Sampiruhan,14.4,121.1,2018,824.858
Sampiruhan,Sampiruhan,14.4,121.1,2018,1820.761
Sampiruhan,Sampiruhan,14.4,121.1,2018,557.733
Sampiruhan,Sampiruhan,14.4,121.1,2018,1171.212
Sampiruhan,Sampiruhan,14.4,121.1,2018,1537.847
Sampiruhan,Sampiruhan,14.4,121.1,2018,1789.928
Sampiruhan,Sampiruhan,14.4,121.1,2018,1382.165
Sampiruhan,Sampiruhan,14.4,121.1,2018,2094.318
Sampiruhan,Sampiruhan,14.4,121.1,2018,1045.226
Sampiruhan,Sampiruhan,14.4,121.1,2018,1589.458
Sampiruhan,Sampiruhan,14.4,121.1,2018,879.632
Sampiruhan,Sampiruhan,14.4,121.1,2018,1616.807
Sampiruhan,Sampiruhan,14.4,121.1,2018,1589.142
Sampiruhan,Sampiruhan,14.4,121.1,2018,2735.031
Sampiruhan,Sampiruhan,14.4,121.1,2018,1665.53
Sampiruhan,Sampiruhan,14.4,121.1,2018,1410.261
Sampiruhan,Sampiruhan,14.4,121.1,2018,1166.554
Sampiruhan,Sampiruhan,14.4,121.1,2018,1614.057
Sampiruhan,Sampiruhan,14.4,121.1,2018,992.598
Sampiruhan,Sampiruhan,14.4,121.1,2018,1616.174
Sampiruhan,Sampiruhan,14.4,121.1,2018,840.167
Sampiruhan,Sampiruhan,14.4,121.1,2018,1309.199
Sampiruhan,Sampiruhan,14.4,121.1,2018,1659.595
Sampiruhan,Sampiruhan,14.4,121.1,2018,1315.435
Sampiruhan,Sampiruhan,14.4,121.1,2018,2180.117
Sampiruhan,Sampiruhan,14.4,121.1,2018,706.364
Sampiruhan,Sampiruhan,14.4,121.1,2018,4649.574
Sampiruhan,Sampiruhan,14.4,121.1,2018,1472.939
Sampiruhan,Sampiruhan,14.4,121.1,2018,1489.318
Sampiruhan,Sampiruhan,14.4,121.1,2018,1216.553
Sampiruhan,Sampiruhan,14.4,121.1,2018,581.017
Sampiruhan,Sampiruhan,14.4,121.1,2018,1096.348
Sampiruhan,Sampiruhan,14.4,121.1,2018,686.037
Sampiruhan,Sampiruhan,14.4,121.1,2018,1081.103
Sampiruhan,Sampiruhan,14.4,121.1,2018,1438.07
Sampiruhan,Sampiruhan,14.4,121.1,2018,4172.731
Sampiruhan,Sampiruhan,14.4,121.1,2018,4325.234
Sampiruhan,Sampiruhan,14.4,121.1,2018,1599.72
Sampiruhan,Sampiruhan,14.4,121.1,2018,1457.19
Sampiruhan,Sampiruhan,14.4,121.1,2018,1139.073
Sampiruhan,Sampiruhan,14.4,121.1,2018,3508.895
Sampiruhan,Sampiruhan,14.4,121.1,2018,795.219
Sampiruhan,Sampiruhan,14.4,121.1,2018,1469.001
Sampiruhan,Sampiruhan,14.4,121.1,2018,1763.31
Sampiruhan,Sampiruhan,14.4,121.1,2018,1735.657
Sampiruhan,Sampiruhan,14.4,121.1,2018,2254.183
Sampiruhan,Sampiruhan,14.4,121.1,2018,1241.965
Sampiruhan,Sampiruhan,14.4,121.1,2018,1179.355
Sampiruhan,Sampiruhan,14.4,121.1,2018,1794.971
Sampiruhan,Sampiruhan,14.4,121.1,2018,1219.514
Sampiruhan,Sampiruhan,14.4,121.1,2018,1633.462
Sampiruhan,Sampiruhan,14.4,121.1,2018,954.726
Sampiruhan,Sampiruhan,14.4,121.1,2018,1170.287
Sampiruhan,Sampiruhan,14.4,121.1,2018,4233.065
Sampiruhan,Sampiruhan,14.4,121.1,2018,2245.402
Sampiruhan,Sampiruhan,14.4,121.1,2018,1413.755
Sampiruhan,Sampiruhan,14.4,121.1,2018,1291.165
Sampiruhan,Sampiruhan,14.4,121.1,2018,1712.595
Sampiruhan,Sampiruhan,14.4,121.1,2018,1565.321
Sampiruhan,Sampiruhan,14.4,121.1,2018,3540.79
Sampiruhan,Sampiruhan,14.4,121.1,2018,1109.121
Sampiruhan,Sampiruhan,14.4,121.1,2018,461.564
Sampiruhan,Sampiruhan,14.4,121.1,2018,3392.038
Sampiruhan,Sampiruhan,14.4,121.1,2018,1946.297
Sampiruhan,Sampiruhan,14.4,121.1,2018,875.372
Sampiruhan,Sampiruhan,14.4,121.1,2018,1272.332
Sampiruhan,Sampiruhan,14.4,121.1,2018,870.108
Sampiruhan,Sampiruhan,14.4,121.1,2018,837.203
Sampiruhan,Sampiruhan,14.4,121.1,2018,1733.128
