Site,Place,Latitude,Longitude,Year,Microplastic_Level
BCMS,Butuan City,8.94390486,125.534449,2022,3.080432731
BCMS,Butuan City,8.958809172,125.5390786,2022,36.02814765
BCMS,Butuan City,8.958297288,125.5274032,2022,166.8663148
BCMS,Butuan City,8.9592724,125.5370602,2022,24.40569086
BCMS,Butuan City,8.945888978,125.527702,2022,69.30815903
BCMS,Butuan City,8.943389855,125.531136,2022,43.85442677
BCMS,Butuan City,8.958723095,125.5339206,2022,22.91924174
BCMS,Butuan City,8.952300145,125.5398011,2022,29.14746647
BCMS,Butuan City,8.94280168,125.5303666,2022,154.6205053
BCMS,Butuan City,8.953940315,125.5340497,2022,37.66722014
BCMS,Butuan City,8.947189823,125.5258718,2022,171.2997908
BCMS,Butuan City,8.957341446,125.5382648,2022,36.68353995
BCMS,Butuan City,8.950226848,125.5300303,2022,177.2243565
BCMS,Butuan City,8.954039338,125.5359159,2022,49.69738885
BCMS,Butuan City,8.957800107,125.5267599,2022,34.69642949
BCMS,Butuan City,8.951565603,125.5207188,2022,20.97338656
BCMS,Butuan City,8.94931196,125.5308529,2022,189.4616184
BCMS,Butuan City,8.940610005,125.520747,2022,0
BCMS,Butuan City,8.956452011,125.5272038,2022,123.4881816
BCMS,Butuan City,8.955399871,125.5243164,2022,3.372801798
BCMS,Butuan City,8.95245781,125.5217069,2022,121.5038051
BCMS,Butuan City,8.950812702,125.5327486,2022,12.29200472
BCMS,Butuan City,8.954521827,125.539517,2022,0
BCMS,Butuan City,8.955903724,125.5254166,2022,29.83248881
BCMS,Butuan City,8.948779428,125.5215691,2022,170.2340007
BCMS,Butuan City,8.948179059,125.5234659,2022,44.05025621
BCMS,Butuan City,8.943128741,125.5250049,2022,303.9317313
BCMS,Butuan City,8.953203948,125.5255987,2022,34.40626721
BCMS,Butuan City,8.959097306,125.5347579,2022,341.7671078
BCMS,Butuan City,8.948392001,125.5249546,2022,47.5394979
BCMS,Butuan City,8.947119454,125.5351569,2022,163.7459267
BCMS,Butuan City,8.949483477,125.5219567,2022,42.14309074
BCMS,Butuan City,8.949832318,125.5294694,2022,89.88009618
BCMS,Butuan City,8.947970095,125.532317,2022,0
BCMS,Butuan City,8.952701873,125.5209061,2022,269.5458578
BCMS,Butuan City,8.950062725,125.5371298,2022,0
BCMS,Butuan City,8.953173873,125.5232587,2022,137.7842619
BCMS,Butuan City,8.940530226,125.5317155,2022,13.36746076
BCMS,Butuan City,8.958804605,125.5315095,2022,284.8988037
BCMS,Butuan City,8.949165058,125.5309123,2022,0.02252161
BCMS,Butuan City,8.958829296,125.5277221,2022,146.4748074
BCMS,Butuan City,8.941423773,125.5263795,2022,12.89689905
BCMS,Butuan City,8.956897506,125.5204654,2022,54.15608023
BCMS,Butuan City,8.942363297,125.5339347,2022,43.71217189
BCMS,Butuan City,8.952578857,125.5375494,2022,202.8902849
BCMS,Butuan City,8.945640691,125.5235488,2022,39.10813166
BCMS,Butuan City,8.955012295,125.5361367,2022,114.4529679
BCMS,Butuan City,8.947440362,125.5355283,2022,28.38566213
BCMS,Butuan City,8.946816071,125.5386151,2022,93.58055477
BCMS,Butuan City,8.955017421,125.5350909,2022,48.92739951
BCMS,Butuan City,8.942062477,125.5380511,2022,255.1421371
BCMS,Butuan City,8.946400992,125.5379105,2022,26.36961041
BCMS,Butuan City,8.947784034,125.5202168,2022,151.054325
BCMS,Butuan City,8.959012143,125.5314688,2022,23.20610587
BCMS,Butuan City,8.952636744,125.5289689,2022,9.961736344
BCMS,Butuan City,8.953450369,125.5350475,2022,0.517032334
BCMS,Butuan City,8.955831581,125.5357924,2022,115.3709848
BCMS,Butuan City,8.941151175,125.5309906,2022,7.150466005
BCMS,Butuan City,8.94883061,125.5377541,2022,29.10951234
BCMS,Butuan City,8.942859834,125.5352302,2022,19.20339433
BCMS,Butuan City,8.952364361,125.5220225,2022,142.6536042
BCMS,Butuan City,8.94145526,125.5364372,2022,15.31967934
BCMS,Butuan City,8.954124845,125.521627,2022,0
BCMS,Butuan City,8.956255991,125.538945,2022,0
BCMS,Butuan City,8.959720021,125.5350676,2022,40.46462145
BCMS,Butuan City,8.955542938,125.5311681,2022,21.46255111
BCMS,Butuan City,8.94848444,125.5381271,2022,114.6529508
BCMS,Butuan City,8.940227073,125.5293732,2022,4.947060398
BCMS,Butuan City,8.941126066,125.5223764,2022,150.9007577
BCMS,Butuan City,8.954920898,125.5316674,2022,8.616056351
BCMS,Butuan City,8.959243451,125.5274974,2022,189.8735732
BCMS,Butuan City,8.944471917,125.5392645,2022,17.53245552
BCMS,Butuan City,8.940243089,125.5393976,2022,140.4394895
BCMS,Butuan City,8.941475931,125.5310771,2022,26.19355895
BCMS,Butuan City,8.959386051,125.530462,2022,270.5928025
BCMS,Butuan City,8.949090821,125.5325512,2022,46.00753839
BCMS,Butuan City,8.951686286,125.5380232,2022,348.9423971
BCMS,Butuan City,8.945547624,125.5237624,2022,9.012316888
BCMS,Butuan City,8.949273968,125.527067,2022,36.14879859
BCMS,Butuan City,8.959487896,125.5397242,2022,29.07774195
BCMS,Butuan City,8.953963234,125.5307219,2022,217.4814565
BCMS,Butuan City,8.953694623,125.5232523,2022,13.85540649
BCMS,Butuan City,8.958218544,125.5364507,2022,0
BCMS,Butuan City,8.95865457,125.5373213,2022,64.26243197
BCMS,Butuan City,8.940904373,125.5205273,2022,241.7732136
BCMS,Butuan City,8.959745523,125.5230083,2022,16.1101536
BCMS,Butuan City,8.951882614,125.5276178,2022,104.5207586
BCMS,Butuan City,8.94829639,125.5254681,2022,51.83749541
BCMS,Butuan City,8.94112751,125.5372944,2022,117.2261992
BCMS,Butuan City,8.955379748,125.5388953,2022,26.91330383
BCMS,Butuan City,8.956992948,125.524947,2022,3.427501055
BCMS,Butuan City,8.959081021,125.5321235,2022,22.94999738
BCMS,Butuan City,8.944572856,125.533434,2022,0
BCMS,Butuan City,8.942271152,125.5334315,2022,52.67177588
BCMS,Butuan City,8.950406154,125.5354464,2022,241.7580523
BCMS,Butuan City,8.951038137,125.5312188,2022,27.34316182
BCMS,Butuan City,8.957533072,125.5280697,2022,185.125027
BCMS,Butuan City,8.954081595,125.5242593,2022,54.5754585
BCMS,Butuan City,8.94272743,125.5202909,2022,228.9370853
BCMS,Butuan City,8.947844881,125.5287495,2022,0
BCMS,Butuan City,8.958083174,125.5269651,2022,276.0250125
BCMS,Butuan City,8.947930856,125.5324417,2022,27.48080375
BCMS,Butuan City,8.957247274,125.5389904,2022,0
BCMS,Butuan City,8.949182715,125.5396007,2022,24.76738666
BCMS,Butuan City,8.949852362,125.526575,2022,0
BCMS,Butuan City,8.941517267,125.5225776,2022,39.94624645
BCMS,Butuan City,8.942560917,125.5230381,2022,155.555076
BCMS,Butuan City,8.943637602,125.5269133,2022,6.258316072
BCMS,Butuan City,8.957935768,125.5294792,2022,12.11403827
BCMS,Butuan City,8.94384578,125.5208174,2022,36.47969357
BCMS,Butuan City,8.943378701,125.5255718,2022,105.3172897
BCMS,Butuan City,8.944126674,125.5272854,2022,4.262378192
BCMS,Butuan City,8.950068345,125.5338079,2022,42.45011537
BCMS,Butuan City,8.957471572,125.5384174,2022,30.40859953
BCMS,Butuan City,8.941221559,125.5255376,2022,181.8146619
BCMS,Butuan City,8.94369042,125.524187,2022,41.78463637
BCMS,Butuan City,8.947409442,125.5296905,2022,0
BCMS,Butuan City,8.949250694,125.5349494,2022,54.53867842
BCMS,Butuan City,8.940733664,125.5250487,2022,177.8253971
BCMS,Butuan City,8.950233549,125.5306423,2022,32.44446573
BCMS,Butuan City,8.94214344,125.5289482,2022,0
BCMS,Butuan City,8.945384865,125.5275457,2022,30.1884939
BCMS,Butuan City,8.940401424,125.5264416,2022,48.08801417
BCMS,Butuan City,8.942395243,125.5378105,2022,3.293200284
BCMS,Butuan City,8.951871849,125.533582,2022,115.8243419
BCMS,Butuan City,8.941738406,125.5307421,2022,56.90523083
BCMS,Butuan City,8.951736822,125.5349088,2022,6.649300411
BCMS,Butuan City,8.945675518,125.5272616,2022,21.94621147
BCMS,Butuan City,8.952918345,125.5314156,2022,0
BCMS,Butuan City,8.942035649,125.5230572,2022,37.71294612
BMS,Buenavista,8.974919155,125.3832136,2022,260.9605443
BMS,Buenavista,8.973467472,125.3979353,2022,45.40534456
BMS,Buenavista,8.971604675,125.3904902,2022,350.1879404
BMS,Buenavista,8.972240778,125.3879571,2022,86.36151595
BMS,Buenavista,8.989389409,125.3973101,2022,262.5760767
BMS,Buenavista,8.973417752,125.3933729,2022,126.9088404
BMS,Buenavista,8.98858752,125.3911353,2022,149.5867999
BMS,Buenavista,8.985389859,125.3837409,2022,116.2373185
BMS,Buenavista,8.976473585,125.3885087,2022,153.9158365
BMS,Buenavista,8.972296736,125.3922124,2022,91.31011537
BMS,Buenavista,8.975772611,125.3916248,2022,315.386688
BMS,Buenavista,8.980651789,125.3810365,2022,27.93955467
BMS,Buenavista,8.976732086,125.3826883,2022,426.2807394
BMS,Buenavista,8.975092813,125.3936301,2022,59.85503221
BMS,Buenavista,8.985204557,125.3919128,2022,66.62724224
BMS,Buenavista,8.976977365,125.3985906,2022,48.78226179
BMS,Buenavista,8.986612388,125.3993005,2022,360.6001948
BMS,Buenavista,8.988766809,125.3836247,2022,58.49142555
BMS,Buenavista,8.971329925,125.3948224,2022,442.980343
BMS,Buenavista,8.972795448,125.3959053,2022,101.695001
BMS,Buenavista,8.974032546,125.3832731,2022,363.010296
BMS,Buenavista,8.983303944,125.3904613,2022,67.70185108
BMS,Buenavista,8.97717661,125.397544,2022,446.4375317
BMS,Buenavista,8.978782698,125.3875389,2022,68.35156648
BMS,Buenavista,8.979253596,125.3860276,2022,324.1246446
BMS,Buenavista,8.974644254,125.3979915,2022,173.2650899
BMS,Buenavista,8.977677824,125.3908711,2022,346.5849015
BMS,Buenavista,8.972337961,125.3987966,2022,127.6876452
BMS,Buenavista,8.982554161,125.3866981,2022,357.2239135
BMS,Buenavista,8.982401455,125.3906692,2022,67.98855929
BMS,Buenavista,8.987877852,125.3957719,2022,274.7174894
BMS,Buenavista,8.974969783,125.3948789,2022,46.11733288
BMS,Buenavista,8.970670649,125.3913978,2022,371.7513038
BMS,Buenavista,8.976841635,125.3964251,2022,105.6832138
BMS,Buenavista,8.972212635,125.396929,2022,294.3122329
BMS,Buenavista,8.985945907,125.3829983,2022,39.62882218
BMS,Buenavista,8.974585028,125.3944451,2022,412.1459482
BMS,Buenavista,8.983878969,125.3908545,2022,157.1192534
BMS,Buenavista,8.975035981,125.3869139,2022,138.2825391
BMS,Buenavista,8.979240116,125.3989457,2022,164.1859102
BMS,Buenavista,8.973067028,125.3917246,2022,575.1352122
BMS,Buenavista,8.970362204,125.3974425,2022,95.39370209
BMS,Buenavista,8.988642366,125.3913027,2022,371.9611647
BMS,Buenavista,8.984144773,125.3830508,2022,100.1580829
BMS,Buenavista,8.981525767,125.3921343,2022,486.9714291
BMS,Buenavista,8.98868734,125.3985114,2022,63.16051501
BMS,Buenavista,8.979016787,125.3822648,2022,327.9825132
BMS,Buenavista,8.981825509,125.3879801,2022,143.9606591
BMS,Buenavista,8.971095233,125.3867039,2022,217.5582866
BMS,Buenavista,8.980747912,125.3983971,2022,5.601063705
BMS,Buenavista,8.97692692,125.3869391,2022,287.4965042
BMS,Buenavista,8.974492096,125.3890488,2022,172.8918534
BMS,Buenavista,8.97281714,125.3835277,2022,43.33495225
BMS,Buenavista,8.988296918,125.3872479,2022,86.15733937
BMS,Buenavista,8.981611767,125.3926453,2022,294.4142205
BMS,Buenavista,8.971706993,125.3999375,2022,33.19855101
BMS,Buenavista,8.9800439,125.3919077,2022,323.6604281
BMS,Buenavista,8.974198112,125.3979611,2022,87.67578437
BMS,Buenavista,8.974102793,125.3838138,2022,318.8329843
BMS,Buenavista,8.981296823,125.3813142,2022,61.53943127
BMS,Buenavista,8.985510552,125.3890658,2022,48.08321211
BMS,Buenavista,8.978015261,125.3911928,2022,143.8255399
BMS,Buenavista,8.973104805,125.3836386,2022,176.6692156
BMS,Buenavista,8.982879991,125.3881747,2022,49.74248611
BMS,Buenavista,8.970507727,125.3831231,2022,418.9785026
BMS,Buenavista,8.97054192,125.3844394,2022,152.8873679
BMS,Buenavista,8.974621496,125.3934379,2022,267.9793593
BMS,Buenavista,8.983054922,125.3847637,2022,113.5202217
BMS,Buenavista,8.971988828,125.3848634,2022,395.7403703
BMS,Buenavista,8.986604397,125.3879437,2022,111.2497725
BMS,Buenavista,8.983361703,125.3840997,2022,383.5526011
BMS,Buenavista,8.970260038,125.3817102,2022,73.31052771
BMS,Buenavista,8.974157725,125.3805306,2022,355.9454158
BMS,Buenavista,8.978428491,125.3978534,2022,25.9214537
BMS,Buenavista,8.986348871,125.3868363,2022,249.383819
BMS,Buenavista,8.981805899,125.3853613,2022,18.00214295
BMS,Buenavista,8.982482978,125.3881882,2022,106.9276799
BMS,Buenavista,8.975889315,125.3989691,2022,174.272649
BMS,Buenavista,8.985272116,125.3828023,2022,318.3281954
BMS,Buenavista,8.987891045,125.3959971,2022,144.4191837
BMS,Buenavista,8.97850427,125.3804494,2022,354.0497809
BMS,Buenavista,8.982669564,125.3851578,2022,2.817224798
BMS,Buenavista,8.972787121,125.3966986,2022,324.126253
BMS,Buenavista,8.973433586,125.3854461,2022,106.3837872
BMS,Buenavista,8.970367814,125.398286,2022,342.4723578
BMS,Buenavista,8.975481104,125.3910836,2022,39.6484981
BMS,Buenavista,8.983028408,125.3965948,2022,348.6960348
BMS,Buenavista,8.982010337,125.3933007,2022,138.3488372
BMS,Buenavista,8.973507426,125.3982882,2022,131.8551957
BMS,Buenavista,8.980378354,125.3809393,2022,24.48889126
BMS,Buenavista,8.973325667,125.3947607,2022,341.5335511
BMS,Buenavista,8.974906982,125.3877859,2022,50.87157701
BMS,Buenavista,8.975773875,125.3871135,2022,221.3049469
BMS,Buenavista,8.981328093,125.389521,2022,141.9197916
BMS,Buenavista,8.983273423,125.3987366,2022,233.457222
BMS,Buenavista,8.970623663,125.3852453,2022,124.1365962
BMS,Buenavista,8.981901559,125.3810285,2022,586.9583421
BMS,Buenavista,8.976684878,125.3954182,2022,84.05530525
BMS,Buenavista,8.972131965,125.3815028,2022,318.6018402
BMS,Buenavista,8.983768048,125.3886965,2022,178.014396
BMS,Buenavista,8.974928041,125.396382,2022,387.6172843
BMS,Buenavista,8.975442903,125.3918046,2022,137.8386654
BMS,Buenavista,8.977219478,125.3818316,2022,314.5228391
BMS,Buenavista,8.973702659,125.390838,2022,120.1284267
BMS,Buenavista,8.987458917,125.3946445,2022,380.1079302
BMS,Buenavista,8.983845531,125.3969839,2022,143.2856939
BMS,Buenavista,8.97499336,125.3897885,2022,366.64682
BMS,Buenavista,8.973611507,125.3913589,2022,99.34292129
BMS,Buenavista,8.988309766,125.3806789,2022,210.4279432
BMS,Buenavista,8.988487924,125.3994212,2022,141.8951831
BMS,Buenavista,8.98888533,125.3894843,2022,325.1484033
BMS,Buenavista,8.976382009,125.3965783,2022,90.3876265
BMS,Buenavista,8.970740153,125.3919254,2022,277.2887451
BMS,Buenavista,8.971539064,125.3939258,2022,73.32936703
BMS,Buenavista,8.976797499,125.3944953,2022,302.8956033
BMS,Buenavista,8.980789826,125.3958145,2022,66.75833584
BMS,Buenavista,8.97637505,125.3925178,2022,349.835668
BMS,Buenavista,8.974659189,125.380488,2022,133.6651179
BMS,Buenavista,8.987401977,125.3804254,2022,330.7289873
BMS,Buenavista,8.988781354,125.3959757,2022,142.5156273
BMS,Buenavista,8.989958682,125.3870142,2022,268.7272014
BMS,Buenavista,8.979597512,125.3925501,2022,159.8224567
BMS,Buenavista,8.987473542,125.3996817,2022,276.1505843
BMS,Buenavista,8.97842714,125.3947516,2022,162.0388407
BMS,Buenavista,8.974775543,125.3822095,2022,183.1903727
BMS,Buenavista,8.975926162,125.3846722,2022,42.65424753
BMS,Buenavista,8.970841864,125.3803575,2022,318.6332358
BMS,Buenavista,8.977686533,125.3935929,2022,100.6780275
BMS,Buenavista,8.974365078,125.3989992,2022,424.0087792
BMS,Buenavista,8.98889464,125.389348,2022,78.11994147
BMS,Buenavista,8.982268228,125.3833407,2022,339.4328229
BMS,Buenavista,8.982154736,125.3902538,2022,113.6750721
BMS,Buenavista,8.974613396,125.3835306,2022,257.7810382
BMS,Buenavista,8.985591689,125.3870025,2022,60.93283659
BMS,Buenavista,8.971156854,125.3993821,2022,469.1143443
BMS,Buenavista,8.983920412,125.3830779,2022,60.16433904
BMS,Buenavista,8.986316662,125.3844888,2022,343.2042696
BMS,Buenavista,8.981858799,125.3916017,2022,12.60259869
BMS,Buenavista,8.971829737,125.3975492,2022,258.8515215
BMS,Buenavista,8.987774962,125.399113,2022,69.37698049
BMS,Buenavista,8.987242552,125.3961903,2022,390.3200632
BMS,Buenavista,8.971739735,125.3881691,2022,190.0635944
BMS,Buenavista,8.97745377,125.3851951,2022,318.7943397
BMS,Buenavista,8.971620924,125.3844037,2022,179.2100973
BMS,Buenavista,8.983665175,125.3815226,2022,320.5217083
BMS,Buenavista,8.979611732,125.3918482,2022,148.7018335
BMS,Buenavista,8.986493619,125.3869562,2022,392.7343989
BMS,Buenavista,8.975340565,125.3975726,2022,181.8347797
BMS,Buenavista,8.98594852,125.393169,2022,407.0660624
BMS,Buenavista,8.983949429,125.3936028,2022,114.421102
BMS,Buenavista,8.982372228,125.3950543,2022,304.9383193
BMS,Buenavista,8.976702377,125.3948702,2022,96.27409984
BMS,Buenavista,8.973215198,125.3963593,2022,325.1925021
BMS,Buenavista,8.970127717,125.3857408,2022,153.2344822
BMS,Buenavista,8.982338538,125.3996237,2022,181.5972765
BMS,Buenavista,8.982680114,125.3907997,2022,126.448942
BMS,Buenavista,8.985596908,125.3821396,2022,348.0087667
BMS,Buenavista,8.98925984,125.3868374,2022,168.2832236
BMS,Buenavista,8.982652438,125.3986406,2022,276.0542999
BMS,Buenavista,8.976019271,125.3941634,2022,98.65854934
BMS,Buenavista,8.971347012,125.3916434,2022,445.7997719
BMS,Buenavista,8.970914841,125.3974307,2022,12.22800308
BMS,Buenavista,8.989469779,125.3993776,2022,264.4218918
BMS,Buenavista,8.985165264,125.3804917,2022,107.8750737
BMS,Buenavista,8.970442471,125.3864722,2022,484.1108399
BMS,Buenavista,8.983665908,125.3889181,2022,85.58078936
BMS,Buenavista,8.975472533,125.3999425,2022,172.4808826
BMS,Buenavista,8.973272476,125.3958962,2022,0
BMS,Buenavista,8.983873645,125.3844154,2022,347.4314318
BMS,Buenavista,8.983090224,125.3854652,2022,60.49992252
BMS,Buenavista,8.989017271,125.3830212,2022,389.4573038
BMS,Buenavista,8.978394546,125.3927705,2022,83.89847878
BMS,Buenavista,8.977951888,125.3854843,2022,317.50595
BMS,Buenavista,8.987881984,125.3845991,2022,101.1372745
BMS,Buenavista,8.974262094,125.3806227,2022,192.7983081
BMS,Buenavista,8.987287165,125.3894642,2022,161.5546725
BMS,Buenavista,8.989363869,125.3837105,2022,357.6612281
BMS,Buenavista,8.985418437,125.3968957,2022,111.8783895
BMS,Buenavista,8.98522048,125.3925244,2022,342.5422542
BMS,Buenavista,8.985930746,125.3896304,2022,124.5741591
BMS,Buenavista,8.972346164,125.3825037,2022,252.274272
BMS,Buenavista,8.974010495,125.3898319,2022,179.531332
BMS,Buenavista,8.971284179,125.3916394,2022,409.1509494
BMS,Buenavista,8.976207239,125.3891044,2022,56.04343512
BMS,Buenavista,8.970232411,125.3814489,2022,275.4470035
BMS,Buenavista,8.982000411,125.3858333,2022,0
BMS,Buenavista,8.983899638,125.3972024,2022,222.224997
BMS,Buenavista,8.9748409,125.3997333,2022,86.48868745
BMS,Buenavista,8.972849911,125.3899778,2022,477.6864184
BMS,Buenavista,8.981192974,125.3801954,2022,133.0476441
BMS,Buenavista,8.976529226,125.3903542,2022,296.6593869
BMS,Buenavista,8.970664062,125.3815716,2022,54.5657328
BMS,Buenavista,8.977938466,125.3826543,2022,508.1187637
BMS,Buenavista,8.986011734,125.384003,2022,121.1436212
BMS,Buenavista,8.973349652,125.3820914,2022,466.9273457
BMS,Buenavista,8.970631723,125.3987242,2022,135.4268133
BMS,Buenavista,8.971039426,125.3908259,2022,394.4232729
BMS,Buenavista,8.984281739,125.3960346,2022,108.6941194
BMS,Buenavista,8.976789004,125.3962965,2022,458.4517203
BMS,Buenavista,8.979046366,125.3928716,2022,98.8351881
NMS,Nasipit,8.990528053,125.2946318,2022,175.3735535
NMS,Nasipit,8.997435671,125.2843843,2022,40.60308887
NMS,Nasipit,8.999517305,125.2867379,2022,309.8960335
NMS,Nasipit,8.993174156,125.2899639,2022,37.82693288
NMS,Nasipit,8.991107271,125.294384,2022,254.3536785
NMS,Nasipit,8.983990849,125.2936046,2022,59.27016831
NMS,Nasipit,8.981443968,125.2806131,2022,220.5149439
NMS,Nasipit,8.99736545,125.2945434,2022,3.984066276
NMS,Nasipit,8.99485413,125.2885099,2022,109.5762856
NMS,Nasipit,8.999752991,125.2808022,2022,10.29617245
NMS,Nasipit,8.99734063,125.2915735,2022,442.9107563
NMS,Nasipit,8.989733379,125.2974685,2022,41.37588743
NMS,Nasipit,8.998014037,125.2884344,2022,324.730109
NMS,Nasipit,8.998247267,125.2842132,2022,6.833718428
NMS,Nasipit,8.992459332,125.2926312,2022,178.3355369
NMS,Nasipit,8.994316499,125.2981807,2022,67.79428722
NMS,Nasipit,8.983593662,125.2847509,2022,247.0725256
NMS,Nasipit,8.984944621,125.297415,2022,91.80905399
NMS,Nasipit,8.988906105,125.2902963,2022,381.6025986
NMS,Nasipit,8.983270477,125.2878216,2022,1.785447098
NMS,Nasipit,8.999388246,125.2851627,2022,101.6812901
NMS,Nasipit,8.995469463,125.2826175,2022,91.441156
NMS,Nasipit,8.999396421,125.2890758,2022,258.8007158
NMS,Nasipit,8.986740064,125.2965777,2022,15.90271035
NMS,Nasipit,8.98861775,125.2849743,2022,421.9270416
NMS,Nasipit,8.983340838,125.2833524,2022,81.84035405
NMS,Nasipit,8.980733429,125.294728,2022,213.1534885
NMS,Nasipit,8.996883409,125.2961134,2022,119.7522802
NMS,Nasipit,8.991707087,125.2973654,2022,220.3241318
NMS,Nasipit,8.985394992,125.2811417,2022,49.49082616
NMS,Nasipit,8.990623391,125.2987321,2022,333.9312472
NMS,Nasipit,8.986323122,125.2901447,2022,53.06505051
NMS,Nasipit,8.980831457,125.2829669,2022,354.9744984
NMS,Nasipit,8.989094797,125.2903119,2022,66.26995879
NMS,Nasipit,8.989776932,125.2933373,2022,376.9534235
NMS,Nasipit,8.984037069,125.2934686,2022,23.41650779
NMS,Nasipit,8.999398241,125.281878,2022,178.5410279
NMS,Nasipit,8.997362845,125.283543,2022,114.7227091
NMS,Nasipit,8.993852519,125.2967623,2022,267.2319898
NMS,Nasipit,8.989943495,125.2923569,2022,66.84094459
NMS,Nasipit,8.9973781,125.2914122,2022,376.6490509
NMS,Nasipit,8.984313503,125.2931777,2022,92.25110674
NMS,Nasipit,8.987877288,125.2930247,2022,284.6699189
NMS,Nasipit,8.999988275,125.2809642,2022,32.24533348
NMS,Nasipit,8.999543484,125.2881382,2022,286.8146826
NMS,Nasipit,8.991340325,125.294769,2022,68.60157051
NMS,Nasipit,8.997570311,125.2880828,2022,386.2657392
